-9.085995300292968, -1.5107412475585937, -1.35990654296875, -9.085995300292968, -1.3623007446289062, -1.714248388671875, -10.359710583496094, -0.6703764648437499, -1.7884686401367187, -12.619836950683593, -1.438915197753906, -1.9416975463867185, -16.194380029296873, -6.0716954101562495, -2.0350714111328125, -13.146561315917968, -5.284003063964843, -4.024652990722656, -7.340622290039062, -2.3391350219726563, -3.478775012207031, 0.5746083984375, 1.7693150268554687, 0.24899697265624998, 0.9050082275390624, 5.710170959472656, 1.6112977172851561, -0.4333505004882812, 7.343016491699219, -0.0526724365234375, -4.522646936035156, 5.178658190917968, -0.3112462158203125, -6.48589229736328, 2.003946789550781, -0.23223756103515625, -8.47786807861328, 0.5315127685546874, 0.4213794921875, -11.73398233642578, -0.8068459594726562, 0.181959326171875, '[ True]'-8.904035974121093, -1.2569558715820313, -2.501940734863281, -9.145850341796875, -1.2114660400390624, -2.626439221191406, -9.160215551757812, -1.120486376953125, -2.5378537597656248, -9.114725720214842, -1.35990654296875, -2.365471240234375, -13.395558288574218, -0.033518823242187495, -1.7525556152343749, -12.401964599609375, -3.39018955078125, -7.0652890991210935, -10.479420666503906, -1.189918225097656, -7.180210778808593, -8.86094034423828, -0.814028564453125, -5.2648494506835934, -3.5290532470703124, 1.8746598999023436, -2.7844565307617186, -2.1499930908203124, 2.978386865234375, 0.45010991210937495, -5.870582470703124, 5.6574985229492185, -1.695094775390625, -6.873752966308594, 6.232106921386718, -1.2952630981445312, -7.481880187988281, 5.324704492187499, -1.149216796875, -7.256825231933593, 5.556942053222656, -1.455674609375, '[ True]'-9.126696728515624, -1.3287819213867187, -0.7805097412109374, -9.184157568359375, -1.3335703247070312, -0.7757213378906249, -9.102754711914063, -1.3000515014648437, -0.9744400756835937, -9.160215551757812, -1.3192051147460937, -0.9744400756835937, -9.3086560546875, -1.37906015625, -1.0390835205078124, -9.188945971679686, -1.3168109130859373, -0.9744400756835937, -9.162609753417968, -1.3407529296874998, -1.0007762939453124, -9.085995300292968, -1.3144167114257812, -0.9744400756835937, -9.119514123535156, -1.2306196533203124, -0.9241618408203125, -9.165003955078124, -1.3479355346679687, -1.0438719238281249, -9.143456140136719, -1.3287819213867187, -0.7757213378906249, -9.09796630859375, -1.2713210815429687, -1.0271125122070313, -9.138667736816405, -1.2976572998046874, -1.01514150390625, -9.095572106933593, -1.2785036865234374, -0.9576806640625, '[False]'-9.126696728515624, -1.4149731811523436, -0.9002198242187499, -9.141061938476563, -1.4173673828125, -0.7685387329101562, -9.114725720214842, -1.3623007446289062, -0.842758984375, -9.181763366699219, -1.39821376953125, -0.7709329345703124, -9.162609753417968, -1.3215993164062498, -1.0606313354492187, -9.124302526855468, -1.3575123413085937, -0.8499415893554687, -9.129090930175781, -1.3479355346679687, -0.8571241943359375, -9.102754711914063, -1.369483349609375, -0.8451531860351562, -9.129090930175781, -1.388636962890625, -0.7757213378906249, -9.1554271484375, -1.3862427612304686, -0.8906430175781249, -9.176974963378905, -1.2473790649414063, -0.9193734375, -9.160215551757812, -1.5322890624999999, -0.7781155395507812, -9.133879333496093, -1.5155296508789062, -0.8379705810546875, -9.126696728515624, -1.3838485595703125, -0.852335791015625, '[False]'
-8.93755479736328, -1.9919757812499999, -1.16837041015625, -9.062053283691405, -1.898601916503906, -1.1851298217773436, -9.076418493652342, -1.889025109863281, -1.2042834350585936, -9.114725720214842, -1.8555062866210936, -1.2473790649414063, -9.062053283691405, -1.867477294921875, -1.0749965454101562, -9.10993731689453, -1.8626888916015625, -1.1755530151367186, -9.083601098632812, -1.9680337646484374, -1.1540052001953125, -9.193734375, -1.8291700683593748, -1.1755530151367186, -9.07163009033203, -1.848323681640625, -1.1947066284179686, -9.066841687011719, -1.8746598999023436, -1.35990654296875, -9.042899670410156, -1.8411410766601561, -1.1827356201171875, -9.05965908203125, -1.8531120849609375, -1.2330138549804688, -9.090783703613281, -1.8411410766601561, -1.1947066284179686, -9.184157568359375, -1.905784521484375, -1.1851298217773436, '[False]'
-9.112331518554686, -1.8746598999023436, -1.2234370483398436, -9.069235888671875, -1.8650830932617186, -1.2689268798828124, -9.07163009033203, -1.8650830932617186, -1.2737152832031249, -9.112331518554686, -1.9752163696289062, -1.2737152832031249, -8.930372192382812, -1.9033903198242186, -1.139639990234375, -9.023746057128905, -1.8698714965820311, -1.1468225952148436, -9.047688073730468, -1.9201497314453124, -1.1061211669921875, -9.081206896972656, -1.9105729248046874, -1.2210428466796874, -9.083601098632812, -1.85790048828125, -1.3551181396484375, -9.069235888671875, -1.8722656982421875, -1.1923124267578125, -9.018957653808593, -1.8291700683593748, -1.2042834350585936, -9.054870678710937, -1.8148048583984373, -1.1276689819335937, -9.062053283691405, -1.7884686401367187, -1.216254443359375, -9.1554271484375, -1.8818425048828125, -1.1827356201171875, '[False]'
-9.066841687011719, -1.8052280517578123, -1.158793603515625, -8.901641772460938, -1.8626888916015625, -1.3335703247070312, -9.0788126953125, -1.89620771484375, -1.0869675537109373, -9.088389501953124, -1.8770541015625, -1.1372457885742187, -9.105148913574219, -1.8219874633789062, -1.1923124267578125, -9.052476477050782, -1.848323681640625, -1.1827356201171875, -8.932766394042968, -1.85790048828125, -1.2042834350585936, -9.042899670410156, -1.8363526733398436, -1.177947216796875, -9.090783703613281, -1.9009961181640624, -1.1228805786132812, -9.114725720214842, -1.8363526733398436, -1.1516109985351561, -9.064447485351561, -1.8698714965820311, -1.1516109985351561, -9.093177905273437, -1.867477294921875, -1.177947216796875, -9.062053283691405, -1.8722656982421875, -1.2042834350585936, -9.145850341796875, -1.879448303222656, -1.3431471313476562, '[False]'
-8.90643017578125, -1.9823989746093749, -1.189918225097656, -9.10993731689453, -1.9632453613281249, -1.20667763671875, -9.042899670410156, -1.905784521484375, -1.3287819213867187, -8.932766394042968, -1.8818425048828125, -1.1444283935546875, -8.939948999023438, -1.9033903198242186, -1.1372457885742187, -9.05965908203125, -1.838746875, -1.2856862915039062, -8.920795385742187, -1.8698714965820311, -1.1037269653320312, -8.901641772460938, -1.879448303222656, -1.209071838378906, -9.090783703613281, -1.898601916503906, -1.1755530151367186, -9.064447485351561, -1.886630908203125, -1.1468225952148436, -9.114725720214842, -1.8842367065429686, -1.22583125, -9.093177905273437, -1.905784521484375, -1.1252747802734375, -9.069235888671875, -1.7022773803710936, -1.1875240234375, -9.062053283691405, -1.8531120849609375, -1.2282254516601563, '[False]'
-9.102754711914063, -1.7980454467773437, -1.1755530151367186, -9.09796630859375, -1.8626888916015625, -1.3407529296874998, -9.17458076171875, -1.8435352783203125, -1.180341418457031, -9.181763366699219, -1.9728221679687499, -1.1563994018554686, -9.088389501953124, -1.8770541015625, -1.197100830078125, -9.193734375, -1.697488977050781, -1.1755530151367186, -9.083601098632812, -1.8818425048828125, -1.1947066284179686, -9.105148913574219, -1.8938135131835936, -1.1947066284179686, -9.066841687011719, -1.8435352783203125, -1.2401964599609374, -9.052476477050782, -1.8315642700195311, -1.1516109985351561, -9.124302526855468, -1.8842367065429686, -1.149216796875, -9.042899670410156, -1.8938135131835936, -1.1061211669921875, -9.066841687011719, -1.8100164550781248, -1.177947216796875, -9.10993731689453, -1.6927005737304686, -1.1133037719726562, '[False]'
-9.18655177001953, -1.879448303222656, -1.2641384765625, -9.076418493652342, -1.8626888916015625, -1.16837041015625, -9.066841687011719, -1.8411410766601561, -1.1348515869140625, -9.09796630859375, -1.917755529785156, -1.2018892333984375, -9.09796630859375, -1.8291700683593748, -1.2210428466796874, -9.129090930175781, -1.8914193115234375, -1.1468225952148436, -9.047688073730468, -1.85790048828125, -1.1540052001953125, -8.889670764160156, -1.915361328125, -1.2904746948242187, -9.07163009033203, -1.8507178833007811, -1.2306196533203124, -9.112331518554686, -1.8004396484374998, -1.1635820068359375, -9.064447485351561, -1.905784521484375, -1.22583125, -9.112331518554686, -2.001552587890625, -0.9720458740234375, -9.03332286376953, -1.8363526733398436, -1.1563994018554686, -9.05965908203125, -1.9680337646484374, -1.1133037719726562, '[False]'
-9.042899670410156, -1.9680337646484374, -1.16837041015625, -8.947131604003905, -1.9009961181640624, -1.2425906616210938, -9.153032946777342, -1.89620771484375, -1.0989385620117187, -9.088389501953124, -1.8818425048828125, -1.2425906616210938, -9.028534460449219, -1.8698714965820311, -1.2497732666015624, -9.157821350097656, -1.8818425048828125, -1.2425906616210938, -9.045293872070312, -1.8650830932617186, -1.2856862915039062, -9.062053283691405, -1.917755529785156, -1.2928688964843749, -9.07163009033203, -1.8459294799804686, -1.3527239379882812, -9.150638745117186, -1.8914193115234375, -1.2593500732421874, -9.011775048828124, -1.9536685546875, -1.2425906616210938, -8.908824377441405, -1.8698714965820311, -1.0773907470703123, -9.064447485351561, -1.7357962036132812, -1.2114660400390624, -9.117119921875, -1.898601916503906, -1.37906015625, '[False]'
-9.050082275390624, -1.9105729248046874, -1.1061211669921875, -9.081206896972656, -1.848323681640625, -1.189918225097656, -9.184157568359375, -1.889025109863281, -1.0845733520507812, -9.090783703613281, -1.8435352783203125, -1.13006318359375, -9.07163009033203, -1.8914193115234375, -1.2306196533203124, -9.047688073730468, -1.8938135131835936, -1.3575123413085937, -9.179369165039063, -1.944091748046875, -1.1659762084960936, -8.997409838867187, -1.7310078002929687, -1.2210428466796874, -9.188945971679686, -1.8722656982421875, -1.2138602416992186, -9.05965908203125, -1.917755529785156, -1.0773907470703123, -9.088389501953124, -1.886630908203125, -1.2593500732421874, -9.02135185546875, -1.8650830932617186, -1.1875240234375, -9.150638745117186, -1.848323681640625, -1.3742717529296875, -8.908824377441405, -1.8914193115234375, -1.189918225097656, '[False]'
-9.234435803222656, -1.8698714965820311, -1.0941501586914062, -9.083601098632812, -1.9704279663085937, -1.2210428466796874, -9.090783703613281, -1.9105729248046874, -1.3527239379882812, -9.114725720214842, -1.8243816650390623, -1.13006318359375, -9.064447485351561, -1.867477294921875, -1.3383587280273437, -8.94473740234375, -1.879448303222656, -1.3168109130859373, -9.088389501953124, -1.879448303222656, -1.235408056640625, -9.176974963378905, -1.8722656982421875, -1.3383587280273437, -9.0788126953125, -1.7405846069335937, -1.3048399047851562, -9.105148913574219, -1.879448303222656, -1.2234370483398436, -9.117119921875, -1.867477294921875, -1.254561669921875, -8.892064965820312, -1.927332336425781, -1.3718775512695311, -8.90643017578125, -1.85790048828125, -1.2042834350585936, -9.131485131835937, -1.8626888916015625, -1.2593500732421874, '[False]'
-9.131485131835937, -1.8722656982421875, -1.189918225097656, -9.052476477050782, -1.85790048828125, -1.1516109985351561, -9.117119921875, -1.9895815795898437, -1.2689268798828124, -9.184157568359375, -1.8914193115234375, -1.2378022583007813, -8.951920007324219, -1.9704279663085937, -1.3718775512695311, -9.009380847167968, -1.6998831787109374, -1.216254443359375, -9.07163009033203, -1.9225439331054686, -1.1923124267578125, -9.030928662109375, -1.85790048828125, -1.0845733520507812, -9.13627353515625, -1.8459294799804686, -1.3623007446289062, -9.066841687011719, -1.8435352783203125, -1.3096283081054687, -9.081206896972656, -1.8698714965820311, -1.22583125, -9.047688073730468, -1.8914193115234375, -1.37906015625, -9.052476477050782, -1.9129671264648436, -1.0773907470703123, -9.07163009033203, -1.8650830932617186, -1.2904746948242187, '[False]'
